2016-1; § 13 ophæves.
2016-634; I § 36, stk. 2, indsættes efter »bekæmpelses- og saneringsforanstaltninger mellem havnebestyrelsen,«: »den fælles beredskabskommission,«.
2016-634; Efter § 37 indsættes i kapitel 11:
2016-634; Efter § 6 b indsættes:
2016-635; I § 216 indsættes efter stk. 3 som nyt stykke:
2016-635; § 222, stk. 1, 2. pkt., ophæves.
2016-635; I § 222, stk. 2, indsættes efter »ved«: »udnyttelse af sin fysiske eller psykiske overlegenhed ved brug af«.
2016-635; I § 222 indsættes som stk. 3:
2016-636; I § 95, 1. pkt., og § 97 b, stk. 3, ændres »§ 164, stk. 4« til: »§ 164, stk. 5«.
2016-636; I § 164 indsættes efter stk. 3 som nyt stykke:
2016-637; I § 3, stk. 1, nr. 1, indsættes som 2. pkt.:
2016-637; I § 3, stk. 1, nr. 2, indsættes som 2. pkt.:
2016-637; I § 4 indsættes som nr. 17:
2016-637; Efter § 8 b indsættes før overskriften før § 9:
2016-637; I § 56, stk. 2, ændres »§§ 7 a, 7 b, 8, 8 a, 8 b, 9, 10 eller 17« til: »§§ 7 a, 7 b, 8-10 eller 17«.
2016-637; Bilag 4 og 5 affattes som bilag 1 og 2 til denne lov.
2016-638; I § 3 a, 2. pkt., udgår »eller andre personers«.
2016-638; I § 9 a, 2. pkt., udgår »eller andre personers«.
2016-639; Efter § 146 indsættes:
2016-639; I § 147, stk. 1, og stk. 2, 1. pkt., ændres »§§ 142-146« til: »§§ 142-146 a«.
2016-639; I § 155, stk. 3, indsættes efter 1. pkt.:
2016-639; § 321 a affattes således:
2016-639; § 340 a, stk. 1, ophæves, og i stedet indsættes:
2016-639; I § 340 a, stk. 2, 1. og 3. pkt., der bliver stk. 3, 1. og 3. pkt., udgår to steder »eller sigtet«, og i § 340 a, stk. 2, 3. pkt., der bliver stk. 3, 3. pkt., ændres »barnet« til: »personen«.
2016-639; I § 340 a indsættes som stk. 4:
2016-639; I § 344, stk. 1, 3. pkt., ændres »afhøring af et barn, når retten efter § 155, stk. 3, har bestemt, at afhøringen skal optages på video« til: »videoafhøring af en person efter § 155, stk. 3«.
2016-639; I § 448 indsættes efter »navneforbud«: », hvordan og ved hvem afhøring af et barn under 15 år eller en person, der er blevet videoafhørt, skal ske,«.
2016-639; § 467 a affattes således:
2016-639; I § 743, stk. 1, ændres »13« til: »14«, og efter »lederen af kriminalforsorgen i Grønland,« indsættes: »en kredsdommer,«.
2016-639; I § 743, stk. 2, indsættes efter 1. pkt.:
2016-640; I § 8 ændres »2014-15« til: »2016-17«.
2016-641; I § 46 indsættes som stk. 4:
2016-641; I § 52 indsættes som 4. pkt.:
2016-641; I § 60 indsættes efter stk. 1 som nyt stykke:
2016-641; I § 60, stk. 6, der bliver stk. 7, ændres »stk. 2« til: »stk. 3«.
2016-641; I § 60 a, stk. 2, ændres »§ 60, stk. 4 og 5,« til: »§ 60, stk. 5 og 6,«.
2016-641; Efter kapitel 10 indsættes:
2016-641; I § 67 ændres »En indsat kan« til: »En indsat skal«.
2016-641; § 124, stk. 4, 1. og 2. pkt., affattes således:
2016-641; § 124, stk. 6, ophæves.
2016-641; I § 775, stk. 1, 1. pkt., ændres »2 uger« til: »4 uger«.
2016-642; I § 114 c, stk. 3, indsættes som 2. og 3. pkt.:
2016-642; I § 114 e indsættes som 2. og 3. pkt.:
2016-642; Efter § 114 h indsættes:
2016-642; I § 128 ændres »krigstjeneste« til: »væbnet styrke«.
2016-643; Overskriften før § 3 affattes således:
2016-643; I § 3, stk. 1, indsættes efter »digitale«: »radio- og«.
2016-643; Efter § 6 indsættes:
2016-643; Efter § 7 a indsættes:
2016-643; I § 41, stk. 1, nr. 1, indsættes efter »digitale«: »radio- og«.
2016-643; I § 42, stk. 1, nr. 2, indsættes efter »digitale«: »radio- og«.
2016-643; I § 47, stk. 1, 1. pkt., udgår », jordbaserede digitale tv-sendemuligheder« og », jf. dog stk. 2«.
2016-643; I § 47 indsættes efter stk. 1 som nyt stykke:
2016-643; I § 47, stk. 3, der bliver stk. 4, indsættes efter »stk. 1, 1. pkt.«: », og stk. 2.«
2016-643; I § 47, stk. 4, der bliver stk. 5, ændres »stk. 1 og 2« til: », stk. 1-3,« og efter »seerne« indsættes:, »lytterne«.
2016-643; I § 87, stk. 1, 1. pkt. og 3. pkt., ændres »3 måneder« til: »6 måneder«.
2016-643; I § 92 a, stk. 1, indsættes efter »fordelingen af tilskud,«: »regnskabsaflæggelse og revision,«.
2016-643; I § 93, stk. 1, nr. 6, indsættes efter »§ 47, stk. 1«: »og 2«.
2016-643; § 46 c, stk. 1, 4. pkt., ophæves, og i stedet indsættes:
2016-643; § 62, stk. 1, 4. pkt. , ophæves, og i stedet indsættes:
2016-643; § 62, stk. 2, 4. pkt., ophæves.
2016-644; Efter § 5 indsættes:
2016-644; Overalt i § 22 a ændres »Statens Arkiver« til: »Rigsarkivet«.
2016-644; Overalt i § 22 a ændres »Statens Arkivers« til: »Rigsarkivets«.
2016-645; I § 1 indsættes efter »Dyr«: »er levende væsener og«.
2016-645; § 6 affattes således:
2016-645; §§ 7 og 8 ophæves.
2016-645; § 24 b, stk. 1, affattes således:
2016-645; To steder i § 24 b, stk. 3, og i § 24 e, stk. 1, ændres »påbud« til: »påbud eller forbud«.
2016-645; § 28, stk. 1 og 2, ophæves, og i stedet indsættes:
2016-645; I § 28, stk. 7, der bliver stk. 9, ændres »stk. 5 og 6« til: »stk. 7 og 8«.
2016-645; I § 28, stk. 7, der bliver stk. 9, indsættes som 2. pkt.:
2016-645; Efter § 28 indsættes:
2016-645; I § 29 indsættes efter stk. 1 som nye stykker:
2016-645; I § 29, stk. 2, 1. pkt., der bliver stk. 6, 1. pkt., ændres »stk. 1 eller« til: »stk. 1 eller stk. 4, jf. stk. 5, eller«.
2016-645; I § 29, stk. 3, 1. pkt., der bliver stk. 7, 1. pkt., ændres »stk. 1,« til: »stk. 1 og 4,«.
2016-645; I § 29, stk. 4, 1. pkt., der bliver stk. 8, 1. pkt., ændres »stk. 1 eller stk. 3« til: »stk. 1, stk. 4 eller stk. 7«.
2016-645; I § 29, stk. 4, 2. pkt., der bliver stk. 8, 2. pkt., ændres »§ 28, stk. 9« til: »§ 28, stk. 11«.
2016-645; I § 32, stk. 4, 2. pkt., ændres »§ 28, stk. 7« til: »§ 28, stk. 9«.
2016-646; I § 1 indsættes efter »dyrkning«: »eller forbud herimod«.
2016-646; I § 1 og § 2, stk. 1 og 2, ændres »vegetativt formeringsmateriale« til: »andet planteformeringsmateriale«.
2016-646; Efter § 2 indsættes efter overskriften før § 3:
2016-646; § 4 affattes således:
2016-646; I § 5, stk. 1 og 2, ændres »genetisk modificeret vegetativt formeringsmateriale« til: »andet genetisk modificeret planteformeringsmateriale«.
2016-646; I § 6 indsættes som stk. 2:
2016-646; I § 7, stk. 1, 1. pkt., § 8, 1. og 2. pkt., § 13, stk. 1, § 17, stk. 1 og stk. 2, 1. pkt., og § 18 ændres »Det Europæiske Fællesskabs« til: »Den Europæiske Unions«.
2016-646; I § 15, stk. 3, 1. pkt., ændres »EF-retsakter« til: »EU-retsakter«.
2016-646; I § 16, stk. 1, indsættes som 2. pkt.:
2016-646; I § 16, stk. 2, indsættes som 3. pkt.:
2016-646; Efter § 16 indsættes:
2016-646; I § 19, stk. 2, 2. pkt., ændres »Det Europæiske Fællesskab« til: »Den Europæiske Union«.
2016-646; I fodnoten til lovens titel indsættes efter »dele af Europa-Parlamentets og Rådets direktiv 2001/18/EF af 12. marts 2001 om udsætning i miljøet af genetisk modificerede organismer og om ophævelse af Rådets direktiv 90/220/EØF, EF-Tidende 2001 nr. L 106, side 1,«: »som ændret senest ved Europa-Parlamentets og Rådets direktiv 2015/412/EU af 11. marts 2015, EU-Tidende 2015, nr. L 68, side 1,«.
2016-646; I § 2, stk. 5, ændres »De Europæiske Fællesskabers« til: »Den Europæiske Unions«.
2016-646; I § 5, stk. 1, § 9, stk. 5, og § 14, stk. 1, ændres »De Europæiske Fællesskaber« til: »Den Europæiske Union«.
2016-646; I § 9, stk. 3, og to steder i § 9, stk. 4, ændres »fællesskabslovgivning« til: »EU-lovgivning«.
2016-646; I § 9 a indsættes efter stk. 1 som nyt stykke:
2016-646; I § 9 a, stk. 3, 1. pkt., der bliver stk. 4, 1. pkt., ændres »§ 17, stk. 5,« til: »§ 17, stk. 6,«.
2016-646; I § 17 indsættes efter stk. 4 som nyt stykke:
2016-646; § 17 a ophæves, og i stedet indsættes:
2016-646; I § 28 ændres »Det Europæiske Fællesskabs« til: »Den Europæiske Unions«.
2016-646; § 36, stk. 4, 1. pkt., affattes således:
2016-647; I § 5, stk. 1, nr. 3, ændres »jf. § 67, stk. 2,« til: »jf. § 66, stk. 1, nr. 6,«.
2016-647; § 5, stk. 1, nr. 4, affattes således:
2016-647; § 5, stk. 7, affattes således:
2016-647; I § 55 indsættes som stk. 4:
2016-647; Efter § 63 indsættes før overskriften før § 64:
2016-647; § 66, stk. 1, nr. 6, affattes således:
2016-647; I § 66 indsættes som stk. 3:
2016-647; I § 66 a, stk. 8, indsættes efter »godtgørelse for«: »samt beregning og regulering af tabt arbejdsfortjeneste, jf. stk. 2, 2. pkt., til«.
2016-647; § 67 ophæves.
2016-647; I § 71, stk. 7, § 74, stk. 3, 1. pkt., og § 168, stk. 2, 2. pkt., ændres »§ 123, stk. 2« til: »§ 15, stk. 1, i lov om voksenansvar for anbragte børn og unge«.
2016-647; I § 72, stk. 1, indsættes efter nr. 4 som nye numre:
2016-647; § 72, stk. 1, nr. 9 og 10, der bliver nr. 12 og 13, affattes således:
2016-647; § 72, stk. 1, nr. 11, ophæves.
2016-647; I § 72, stk. 3, ændres »§ 123, stk. 2,« til: »§ 15, stk. 1, i lov om voksenansvar for anbragte børn og unge«.
2016-647; I § 74, stk. 1, indsættes efter nr. 4 som nye numre:
2016-647; § 74, stk. 1, nr. 10 og 11, der bliver nr. 13 og 14, affattes således:
2016-647; § 74, stk. 1, nr. 12, ophæves.
2016-647; I § 74, stk. 4, 1. pkt., ændres »§§ 51, 58, 62, 63, 68 a, § 69, stk. 3, § 71, stk. 3-5, § 75, stk. 3, § 123, stk. 2, og §§ 123 b og 123 c« til: »lovens §§ 51, 58, 62 og 63, § 63 a, stk. 1, § 63 b, stk. 1, § 63 c, stk. 1 og 3, § 68 a, § 69, stk. 3, § 71, stk. 3-5, og § 75, stk. 3, samt § 11, stk. 1 og 2, og § 15, stk. 1, i lov om voksenansvar for anbragte børn og unge«.
2016-647; I § 75, stk. 1, ændres »§§ 51, 58, 63, 68 a, § 69, stk. 3, § 71, stk. 3-5, § 78, stk. 4, § 123, stk. 2, § 123 b, stk. 1, og § 123 c, stk. 1« til: »lovens §§ 51, 58 og 63, § 63 a, stk. 1, § 63 b, stk. 1, § 63 c, stk. 1 og 3, § 68 a, § 69, stk. 3, § 71, stk. 3-5, og § 78, stk. 4, samt § 11, stk. 1 og 2, og § 15, stk. 1, i lov om voksenansvar for anbragte børn og unge«.
2016-647; Overskriften til afsnit VII affattes således:
2016-647; Overskriften før § 123 ophæves.
2016-647; Overskrifterne før §§ 123 a, 123 b og 123 c ophæves.
2016-647; §§ 123, 123 a, 123 b, 123 c og 123 d ophæves.
2016-647; I overskriften før § 124 udgår »voksne«.
2016-647; § 137 e, stk. 2, ophæves.
2016-647; I § 137 e, stk. 3, der bliver stk. 2, udgår »på anbringelsesstedet, jf. § 66, stk. 1, nr. 5 og 6, eller«.
2016-647; § 137 f, stk. 2, 2. pkt., ophæves, og i 3. pkt., der bliver 2. pkt., udgår »og 2.«
2016-647; I § 137 f, stk. 2, 3. pkt., der bliver 2. pkt., og § 137 f, stk. 4, udgår »på anbringelsessteder, jf. § 66, stk. 1, nr. 5 og 6, og«.
2016-647; I § 137 m, stk. 1, 2. pkt., udgår »anbringelsesstedet, jf. § 66, stk. 1, nr. 5 og 6, eller«.
2016-647; I § 137 m, stk. 3, 1. pkt., udgår »anbringelsesstedet, jf. § 66, stk. 1, nr. 5 og 6, og«, og efter »tilsyn med« udgår »anbringelsesstedet eller«.
2016-647; § 167, stk. 1, nr. 7 og 8, ophæves.
2016-647; I § 182 indsættes efter stk. 4 som nyt stykke:
2016-647; § 194 affattes således:
2016-647; I § 5 indsættes efter stk. 5 som nyt stykke:
2016-647; Efter § 52 indsættes:
2016-647; § 3 ophæves.
2016-648; Efter § 21 a indsættes:
2016-649; I § 14, stk. 4, 2. pkt., udgår », et beløb svarende til statens andel af finansieringen af tilskuddet efter § 17«.
2016-649; § 17 ophæves.
2016-649; I § 24, stk. 1, udgår », 17«.
2016-649; § 32 ophæves.
2016-649; I § 35, stk. 2, udgår », 17«.
2016-650; I § 3 b, stk. 1, 1. pkt., ændres »motorkøretøjet« til: »køretøjet«.
2016-650; § 3 b, stk. 1, 2. og 3. pkt., ophæves, og i stedet indsættes:
2016-650; I § 3 b, stk. 2, indsættes efter 3. pkt.:
2016-650; I § 3 b, stk. 4, 2. pkt., ændres »stk. 6, 3. pkt.« til: »stk. 6, nr. 2«.
2016-650; I § 3 b, stk. 5, 1. pkt., ændres »den gældende kontrakt« til: »leasingperioden«.
2016-650; I § 3 b, stk. 5, 2. pkt., ændres »den herboende bruger« til: »leasingtageren«.
2016-650; I § 3 b, stk. 5, 3. pkt., ændres »kontrakten« til: »leasingperioden og afgiftsperioden«.
2016-650; I § 3 b, stk. 5, indsættes som 4. pkt.:
2016-650; I § 3 b, stk. 6, affattes således:
2016-650; I § 3 b, stk. 7, 1. pkt., ændres »leasingkontrakten« til: »leasingaftalen«.
2016-650; I § 3 b, stk. 8, indsættes før 1. pkt.:
2016-650; I § 3 b, stk. 8, 1. og 2. pkt., der bliver 2. og 3. pkt., ændres »leasingkontraktens« til: »afgiftsperiodens«.
2016-650; I § 3 b, stk. 8, indsættes efter 3. pkt., der bliver 4. pkt.:
2016-650; § 3 b, stk. 9, affattes således:
2016-650; I § 3 b, stk. 10, ændres »motorkøretøj« til: »køretøj«.
2016-650; I § 3 b indsættes som stk. 11 og 12:
2016-650; I § 4, stk. 4, 3. pkt., og § 5, stk. 6, 3. pkt., ændres »§ 3, stk. 2-9« til: »§ 3, stk. 2-10«.
2016-650; I § 5, stk. 11, indsættes efter »værkstedsvogne«: », biblioteksvogne«.
2016-650; I § 7 b, stk. 3, ændres »og 4.500 kr. for motorcykler og varebiler« til: », herunder autocampere og busser, og 4.500 kr. for motorcykler, varebiler, hyrevogne og sygetransporter«.
2016-650; I § 7 c, stk. 1, 1. pkt., ændres »en bil« til: »et køretøj«.
2016-650; I § 7 c, stk. 2, indsættes som 5. og 6. pkt.:
2016-650; I § 7 c indsættes efter stk. 2 som nyt stykke:
2016-650; § 7 c, stk. 3, 1. pkt., der bliver stk. 4, 1. pkt., affattes således:
2016-650; I § 15, stk. 1, nr. 1, indsættes efter »hjemmehørende her i landet« til: », i et andet EU-land eller i et EØS-land, med hvilket Danmark har en aftale om gensidig bistand til inddrivelse, der svarer til reglerne inden for EU«.
2016-650; I § 27, stk. 1, nr. 2, indsættes efter »§ 3 b, stk. 6, 1. pkt.,«: »og stk. 8, 1. pkt.,«.
2016-650; I § 3, stk. 2, indsættes som 5. pkt.:
2016-650; I § 3 indsættes efter stk. 8 som nyt stykke:
2016-650; I § 3, stk. 9, der bliver stk. 10, ændres »stk. 1-8« til: »stk. 1-9«.
2016-650; I § 3, stk. 13, der bliver stk. 14, ændres »stk. 10 og den i stk. 11« til: »stk. 12 og den i stk. 13«.
2016-650; I § 9, nr. 1, ændres »11.000 kr.« til: »8.000 kr.«
2016-650; I § 42, stk. 1, 1. pkt., ændres »jf. dog stk. 5« til: »jf. dog stk. 4 og 5«.
2016-650; I § 42, stk. 1, 2. pkt., ændres »jf. dog stk. 5 og 6« til: »jf. dog stk. 4 og 5«.
2016-650; I § 42, stk. 2, 1. og 2. pkt., og stk. 3, 1. pkt., ændres »jf. dog stk. 5« til: »jf. dog stk. 4 og 5«.
2016-650; § 42, stk. 4, ophæves.
2016-650; I § 42 indsættes efter stk. 5, der bliver stk. 4, som nye stykker:
2016-650; I § 42, stk. 7, der bliver stk. 11, ændres »stk. 1-3 og 5« til: »stk. 1-6 og 8«, og som 2. pkt. indsættes:
2016-650; I § 42 indsættes som stk. 12-14:
2016-650; I § 44, stk. 1, indsættes efter nr. 4 som nyt nummer:
2016-650; I § 51, stk. 2, 1. pkt., ændres »§ 44, stk. 1, nr. 4-8« til: »§ 44, stk. 1, nr. 4-9«.
2016-650; § 1, nr. 9-11 og 13-16, ophæves.
2016-650; I § 7, stk. 1, ændres »jf. dog stk. 2-4.« til: »jf. dog stk. 2 og 3.«
2016-650; § 7, stk. 3, ophæves.
2016-651; I § 3, stk. 3, 7. pkt., ændres »§ 5, stk. 1 og 2« til: »hensættelser til konsolidering af fondskapitalen, der ikke overstiger 25 pct. af de i indkomståret foretagne uddelinger til almenvelgørende eller på anden måde almennyttige formål, jf. § 4, stk. 1«.
2016-651; I § 5, stk. 1, 2. pkt., ændres »25 pct.« til: »4 pct.«
2016-651; § 5, stk. 2, ophæves.
2016-651; I § 5, stk. 4, der bliver stk. 3, ændres »efter stk. 3« til: »efter stk. 2«.
2016-651; I § 5 indsættes som stk. 4:
2016-651; I § 9, stk. 1, 1. pkt., ændres »§ 5, stk. 3, jf. stk. 4« til: »§ 5, stk. 2, jf. stk. 3«.
2016-652; Lovens titel affattes således:
2016-652; I § 1, stk. 1, nr. 2 e, 1. pkt., indsættes efter »elektricitet«: », og som har en installeret effekt på over 25 kW«.
2016-652; I § 1, stk. 1, nr. 2 e, 3. pkt., og nr. 2 h, 3. pkt., indsættes efter »aktieselskaber«: »og anpartsselskaber«.
2016-652; I § 1, stk. 4, 1. pkt., indsættes efter »fast ejendom«: »og indtægt ved produktion af elektricitet og varme«.
2016-652; I § 1, stk. 5, indsættes som 2. og 3. pkt.:
2016-652; I § 2, stk. 3, 2. pkt., ændres »27 pct.« til: »22 pct.«
2016-652; I § 3, stk. 1, nr. 4, indsættes som 3. og 4. pkt.:
2016-652; I § 3, stk. 1, nr. 4 a, indsættes som 3. og 4. pkt.:
2016-652; I § 3, stk. 8, 2. pkt., ændres »§ 35 O, stk. 6,« til: »dagæld­ende § 35 O, stk. 6, jf. lovbekendtgørelse nr. 680 af 20. maj 2015,«.
2016-652; § 5 C, stk. 2, 3. pkt., ophæves.
2016-652; I § 13, stk. 3, udgår »og lovpligtige udjævningsreserver inden for kredit- og kautionsforsikring«.
2016-652; I § 13, stk. 4, 1. pkt., stk. 5, 1. og 2. pkt., stk. 6, 6. pkt., stk. 7, 4. pkt., og stk. 9, 1. pkt., ændres »stk. 3, 1. pkt.,« til: »stk. 3«.
2016-652; I § 13 D, stk. 3, 2. pkt., ændres »§ 35 O« til: »dagældende § 35 O, jf. lovbekendtgørelse nr. 680 af 20. maj 2015«.
2016-652; § 35 O, stk. 1-6, ophæves.
2016-652; § 67 ophæves.
2016-652; § 2, stk. 3, nr. 3, affattes således:
2016-652; § 4 A, stk. 2, affattes således:
2016-652; § 4 A, stk. 3, nr. 3, affattes således:
2016-652; I § 14, stk. 2, 1. pkt., udgår », § 10 E«.
2016-652; I § 23, stk. 2, indsættes som 5. pkt.:
2016-652; I § 23, stk. 7, indsættes efter 4. pkt.:
2016-652; I § 5, stk. 4, nr. 1, ændres »investeringsfondsloven« til: »dagældende investeringsfondslov, jf. lovbekendtgørelse nr. 1152 af 7. oktober 2014,«.
2016-652; I § 5, stk. 4, nr. 2, stk. 5, nr. 1, 1. pkt., stk. 6, nr. 1, og stk. 8, 1. pkt., ændres »investeringsfondsloven,« til: »dagældende investeringsfondslov, jf. lovbekendtgørelse nr. 1152 af 7. oktober 2014,«.
2016-652; I § 1, stk. 1, ændres »§ 1, stk. 1, nr. 2, i lov om indkomstbeskatning af aktieselskaber m.v. (selskabsskatteloven)« til: »selskabsskattelovens § 1, stk. 1, nr. 2,«.
2016-652; § 8, stk. 1, 4. og 5. pkt., ophæves.
2016-652; § 15 b, stk. 1, 8. pkt., ophæves.
2016-652; § 15 b, stk. 2, 8. pkt., ophæves.
2016-652; § 15 d, stk. 2, 6. og 7. pkt., ophæves.
2016-652; § 15 d, stk. 3, 6. og 7. pkt., ophæves.
2016-652; § 7, stk. 9, ophæves.
2016-652; I § 65, stk. 3, indsættes efter 2. pkt.:
2016-652; I § 65, stk. 7, 1. pkt., og stk. 9, 1. pkt., indsættes efter »eller godskrivning af udbytte«: »og udbetaling eller godskrivning af afståelsessummer omfattet af ligningslovens § 16 B, stk. 1,«.
2016-652; I § 65 A, stk. 1, ændres »på 27 pct.« til: »med den sats, der fremgår af § 2, stk. 6, eller af selskabsskattelovens § 2, stk. 3,«.
2016-652; I § 15, stk. 2, 1. pkt., udgår », § 10 E«.
2016-652; I § 7 F, stk. 1, nr. 10, ændres »§ 22, stk. 1, nr. 7« til: »§ 22, stk. 1, nr. 5«.
2016-652; I § 8, stk. 2, og § 27 A, stk. 2, 1. pkt., ændres »lov om indkomstbeskatning af aktieselskaber mv.« til: »selskabsskatteloven.«
2016-652; I § 16 B, stk. 2, nr. 4, indsættes som 2. pkt.:
2016-652; I § 16 B, stk. 2, nr. 5, indsættes som 2. pkt.:
