2013-1101; I § 15, stk. 3, udgår », 12 uger i 2011 og 8 uger i 2012«.
2013-895; I § 96, stk. 3, som bliver stk. 2, ændres »og som er fyldt 30 år, har afsluttet det første tilbud efter § 92 eller § 95« til: »har afsluttet det første tilbud efter § 92, stk. 2«.
2013-895; I § 96, stk. 4, som bliver stk. 3, ændres »stk. 3« til: »stk. 2«, og to steder ændres »stk. 2« til: »stk. 1«.
2013-895; Kapitel 17 a affattes således:
2013-895; § 98 b, stk. 1, nr. 2, affattes således:
2013-895; I § 98 b indsættes efter stk. 2 som nyt stykke:
2013-895; § 98 e, stk. 2, nr. 2, affattes således:
2013-895; § 99, stk. 2, nr. 1-4, affattes således:
2013-895; Efter § 109 indsættes:
2013-895; I § 118, stk. 1, ændres »jf. stk. 2,« til: »jf. stk. 4,«, efter »samt nr. 10,« indsættes: »12 og 13,«, og i nr. 1 indsættes efter »deltagerbetaling«: », jf. dog. stk. 2 og 3«.
2013-895; I § 118 indsættes efter stk. 1 som nye stykker:
2013-895; I § 118, stk. 2, der bliver stk. 4, ændres »14.317 kr. pr. år (2013-niveau)« til: »13.970 kr. pr. år fra 2017 (2014-niveau)«, og efter »socialpolitik« indsættes: »samt § 2, nr. 12 og 13«.
2013-895; I § 120 udgår »nr. 1-11,«, i nr. 2 ændres »§ 119, stk. 1, nr. 2,« til: »§ 119, stk. 1, nr. 2, og«, og nr. 3 ophæves.
2013-895; I § 120 indsættes som stk. 2:
2013-895; Efter § 121 indsættes:
2013-895; I § 131 indsættes efter »nr. 1-3,«: »12 og 13,«.
2013-895; § 11, stk. 3, ophæves.
2013-895; § 12 a, stk. 2, ophæves.
2013-895; I § 12 a, stk. 3, der bliver stk. 2, udgår »eller 2«, og »stk. 4« ændres til: »stk. 3«.
2013-895; I § 12 a, stk. 4, der bliver stk. 3, udgår »eller 2«, og »stk. 3« ændres til: »stk. 2«.
2013-895; I § 13, stk. 4, ændres »og lov om sygedagpenge,« til: », lov om sygedagpenge, integrationsloven og«.
2013-895; § 13, stk. 5, ophæves.
2013-895; I § 14, stk. 1, 1. pkt., indsættes efter »beskæftigelsesindsats«: », jf. dog § 15, stk. 3«.
2013-895; I § 15, stk. 1, ændres »jf. dog stk. 3« til: »jf. dog stk. 3- 5«.
2013-895; I § 15 indsættes efter stk. 2 som nyt stykke:
2013-895; I § 15 indsættes som stk. 5:
2013-895; I § 28, stk. 1, indsættes efter »lov om sygedagpenge,«: »integrationsloven og«.
2013-895; § 28, stk. 2, ophæves.
2013-895; § 39, stk. 2, 2. pkt., ophæves.
2013-895; I § 46 indsættes som stk. 5:
2013-895; Efter § 46 indsættes:
2013-895; I § 58, stk. 2, indsættes efter »matchkategorisering«: », visitationsgrupperinger«, efter »jobplaner« indsættes: », uddannelsesplaner efter lov om vejledning om uddannelse og erhverv samt pligt til uddannelse, beskæftigelse m.v., uddannelsespålæg«, og efter »selvbetjeningsløsninger« indsættes: »for borgere og virksomheder«.
2013-895; I § 58, stk. 4, indsættes efter »matchkategoriseringer«: », visitationsgrupperinger«.
2013-895; I § 60, stk. 6, ændres »tilmeldtes cv-oplysninger« til: »cv-oplysninger for personer, der efter § 13 i lov om en aktiv beskæftigelsesindsats har pligt til at indlægge et cv i Jobnet«, og »sagsbehandling i jobcentrene« ændres til: »sagsbehandling i kommunerne vedrørende beskæftigelsesindsatsen«.
2013-895; I § 62, stk. 1, indsættes efter »relevante«: », tværfaglige og helhedsorienterede«.
2013-895; I § 63 indsættes efter »koordinerede«: », tværfaglige og helhedsorienterede«, ordene »relevante oplysninger« ændres til: »nødvendige oplysninger«, efter »indsatser« indsættes: », udskrivelse fra sundhedsvæsenet, frihedsberøvelse, unddragelse fra frihedsberøvelse og løsladelse fra afsoningsinstitution«, efter »Ministeriet for Sundhed og Forebyggelse« indsættes: », Justitsministeriet«, og efter »Det Centrale Virksomhedsregister« indsættes: », ATP«.
2013-895; I § 66, stk. 2, indsættes efter »§ 68 a, stk. 8-13,«: »§ 68 b, stk. 2 og 3,«.
2013-895; I § 68 a, stk. 10, indsættes efter »beskæftigelse m.v.,«: »herunder data om test, kurser og beståede trin for ledige med læse-, skrive- og regnevanskeligheder,«.
2013-895; I § 68 b, stk. 1, indsættes efter »ægtefælle«: »eller sambo, jf. § 2 b i lov om aktiv socialpolitik,«.
2013-895; I § 68 b, stk. 3, 1. pkt., indsættes efter »offentlige myndigheder«: », ATP, Nemkontoregisteret«, og i 2. pkt. indsættes efter »andre myndigheders«: », ATP’s, Nemkontoregisterets«.
2013-895; § 2, stk. 2, ophæves.
2013-895; I § 23 d, stk. 3, ændres »§§ 79 og 80« til: »§§ 31 d og 31 e«, og »§ 81« ændres til: »§ 31 f«.
2013-895; I § 26 a, stk. 1, ændres »bekræfte sin tilmelding som arbejdssøgende« til: »tjekke sine jobforslag på Jobnet og dermed bekræfte, at pågældende er arbejdssøgende«, og »stk. 4« ændres til: »stk. 5«.
2013-895; § 1, stk. 2, nr. 2, affattes således:
2013-895; I § 1, stk. 2, nr. 4, udgår »eller«.
2013-895; I § 1, stk. 2, nr. 5, ændres »socialpolitik.« til: »socialpolitik,«.
2013-895; I § 1, stk. 2, indsættes som nr. 6 og 7:
2013-895; § 18, stk. 1, 2. og 3. pkt., affattes således:
2013-895; § 18, stk. 2, 1. pkt., ophæves, og i stedet indsættes:
2013-895; I § 14, stk. 2, nr. 5, indsættes efter »revalidering,«: »udgifter til uddannelseshjælp, aktivitetstillæg og udgifter til aktivering af modtagere af uddannelseshjælp,«.
2013-895; I § 1, stk. 2, nr. 1, litra a, ændres »§ 13, stk. 2-5« til: »§ 13, stk. 2-4«.
2013-896; Overskriften til afsnit V affattes således:
2013-896; Efter § 60 indsættes i afsnit V:
2013-897; Efter § 13 indsættes:
2013-897; I § 81, stk. 2, indsættes efter »9,«: »13 b, 13 c,«.
2013-898; § 5, stk. 1, nr. 3, ophæves.
2013-898; Efter § 5 indsættes:
2013-898; I § 8, stk. 1, 1. pkt., indsættes efter »om adgang til og optagelse på uddannelse«: », herunder supplerende uddannelsesaktivitet, jf. § 5 a«.
2013-898; I § 8 indsættes efter stk. 1 som nye stykker:
2013-898; I § 18 indsættes som stk. 6:
2013-898; I § 19, stk. 1, indsættes efter »universitetet«: », jf. dog stk. 3«.
2013-898; I § 19 indsættes efter stk. 2 som nyt stykke:
2013-898; I § 19, stk. 11, der bliver stk. 12, ændres »stk. 10« til: »stk. 11«.
2013-898; I § 26, stk. 2, ændres »stk. 8 og 10« til: »stk. 9 og 11«.
2013-898; I § 26 indsættes efter stk. 2 som nyt stykke:
2013-898; I § 26, stk. 4, der bliver stk. 5, ændres »stk. 1-3« til: »stk. 1-4«, »stk. 1 og 3« til: »stk. 1 og 4«, og »stk. 10« til: »stk. 11«.
2013-898; I § 22, stk. 1, nr. 4, indsættes efter »prøver og eksamen«: », tilmelding til og afmelding fra prøver«.
2013-898; § 23 affattes således:
2013-898; I § 10, stk. 1, nr. 1, indsættes efter »varighed«: », herunder om tilmelding af studerende til uddannelseselementer og om tilmelding af bachelorstuderende til uddannelseselementer på en kandidatuddannelse«.
2013-898; § 10, stk. 1, nr. 2, affattes således:
2013-898; I § 10 indsættes efter stk. 1 som nye stykker:
2013-898; I § 16 a, stk. 3, ændres »3, 6 og 7« til: »3 og 5-7«.
2013-898; I § 12, stk. 1, nr. 2, indsættes efter »herunder«: »om tilmelding af studerende til uddannelseselementer,«.
2013-898; I § 12, stk. 1, nr. 4, indsættes efter »herunder«: »tilmelding til og afmelding fra prøver,«.
2013-898; § 12, stk. 2, affattes således:
2013-898; I § 12 indsættes som stk. 3:
2013-898; § 8, stk. 2, nr. 3, ophæves.
2013-899; I § 2, stk. 9, indsættes efter »andre særlige forhold«: », hvornår uddannelsesstøtte, der gives til dækning af leveomkostninger, betragtes som anden offentlig støtte, jf. stk. 1, nr. 5«.
2013-899; I § 3 indsættes som stk. 7:
2013-899; § 8, stk. 1 og 2, ophæves, og i stedet indsættes:
2013-899; I § 8, stk. 4, nr. 2, der bliver stk. 5, nr. 2, ændres »stk. 3, nr. 2« til: »stk. 4, nr. 2«.
2013-899; I § 9 og § 22, stk. 1, ændres »§ 25, stk. 6« til: »§ 25, stk. 10«.
2013-899; I § 12, stk. 2, 2. pkt., indsættes efter »2 pct.«: », jf. dog stk. 3 og 4.«
2013-899; § 12, stk. 2, 3. og 4. pkt., ophæves.
2013-899; I § 12 indsættes som stk. 3-5:
2013-899; § 13, stk. 1, nr. 3, affattes således:
2013-899; § 13, stk. 2, affattes således:
2013-899; I § 17, stk. 1, ændres », med et tillæg på 12 klip (støttetiden)« til: »(støttetiden), jf. dog stk. 2«.
2013-899; I § 17 indsættes efter stk. 1 som nyt stykke:
2013-899; I § 17 indsættes som stk. 4:
2013-899; Efter § 20 a indsættes:
2013-899; § 21, stk. 1, affattes således:
2013-899; I § 21, stk. 2, 2. pkt., ændres »12 måneder« til: »24 måneder eller inden for 12 måneder for uddannelsessøgende med udvidet støttetid efter § 17, stk. 2.«
2013-899; I § 22, stk. 1, ændres »§ 25, stk. 6« til: »§ 25, stk. 10«.
2013-899; I § 24, stk. 1, nr. 2, ændres »9.043 kr.« til: »10.543 kr.«
2013-899; I § 24, stk. 1, nr. 2, ændres »10.543 kr.« til: »11.543 kr.«
2013-899; § 24, stk. 10, affattes således:
2013-899; § 25, stk. 1-4, ophæves, og i stedet indsættes:
2013-899; I § 25, stk. 5, der bliver stk. 9, ændres »stk. 1, 2 og 4« til: »stk. 4, 5 og 7«.
2013-899; I § 25, stk. 6, der bliver stk. 10, ændres »stk. 2« til: »stk. 5 og 6«.
2013-899; I § 25, stk. 8, nr. 1, der bliver stk. 12, nr. 1, ændres »stk. 2 og 4« til: »stk. 5 og 7«.
2013-899; I § 25, stk. 8, nr. 2, der bliver stk. 12, nr. 2, ændres »stk. 4« til: »stk. 7«.
2013-899; I § 25, stk. 8, nr. 4, der bliver stk. 12, nr. 4, indsættes efter »forældrenes«: »eller den ene forælders og dennes ægtefælles eller registrerede partners«.
2013-899; I § 25, stk. 8, nr. 5, der bliver stk. 12, nr. 5, og i stk. 8, nr. 6, der bliver stk. 12, nr. 6, indsættes efter »forældre«: »eller den ene forælders ægtefælle eller registrerede partner«.
2013-899; I § 26, stk. 1, ændres »Forældrenes indkomstgrundlag« til: »Indkomstgrundlaget efter § 25, stk. 5-7,«.
2013-899; I § 26, stk. 2, 1. pkt., ændres »forældrenes indkomstgrundlag« til: »indkomstgrundlaget«.
2013-899; I § 26, stk. 2, 2. pkt., ændres »stk. 2« til: »stk. 5 og 6«.
2013-899; I § 30 indsættes efter stk. 5 som nyt stykke:
2013-899; I § 33, stk. 3, indsættes som 3. pkt.:
2013-899; I § 34, stk. 3, indsættes som 2. pkt.:
2013-899; I § 34, stk. 4, indsættes som 2. pkt.:
2013-899; § 38 affattes således:
2013-899; I § 38 c, stk. 3, udgår »at anmode om«.
2013-899; § 39, stk. 1, 1. pkt., affattes således:
2013-899; I § 39, stk. 2, ændres »§ 8, stk. 3,« til: »§ 8, stk. 4,«, og »§ 8, stk. 4, nr. 1,« ændres til: »§ 8, stk. 5, nr. 1,«.
2013-899; § 39, stk. 8, affattes således:
2013-899; I § 4 a, stk. 1, 1. pkt., udgår »med fradrag af egenbetalingen, jf. § 3, stk. 1«.
2013-899; § 4 a, stk. 2, ophæves.
2013-899; I § 7, stk. 2, ændres »§§ 9 og 9 a« til: »§ 9 a«.
2013-899; I § 9, stk. 1, udgår »med fradrag af egenbetaling, jf. § 7«.
2013-900; Efter § 43 indsættes før overskriften før § 44:
2013-900; I § 44 indsættes som stk. 5:
2013-900; I § 47 indsættes efter stk. 3 som nye stykker:
2013-900; I § 49, stk. 4, indsættes efter »§ 47, stk. 3, nr. 1,«: »stk. 4-7 eller stk. 9, nr. 1 eller 2,«.
2013-900; I § 50, stk. 2, ændres »§ 47, stk. 3, nr. 1, eller § 48, stk. 3, nr. 1« til: »§ 47, stk. 3, nr. 1, eller stk. 9, nr. 1 og 2, eller § 48, stk. 3, nr. 1, og hvilke solcelleanlæg der er omfattet af § 47, stk. 4, nr. 2, stk. 5, nr. 1, 3 og 4, og stk. 7, nr. 2 og 3«.
2013-900; I § 51, stk. 4, ændres »og § 47, stk. 2 og stk. 3, nr. 1« til: »§ 43 a, stk. 7, § 44, stk. 5, og § 47, stk. 2, stk. 3, nr. 1, stk. 4-7 og stk. 9, nr. 1 og 2«.
2013-900; I § 52, stk. 4, 1. pkt., indsættes efter »vindmøller«: », og på et solcelleanlæg med en installeret effekt på 50 kW eller derunder, som er omfattet af § 47, stk. 4, nr. 1 eller 2, stk. 5, nr. 1-4, eller stk. 7,«.
2013-900; § 1, nr. 3, 5, 7-9, 11 og 12, og § 6, stk. 7-10, ophæves.
2013-900; § 6, nr. 2, ophæves.
2013-900; I § 7, stk. 11, ændres »6 kW« til: »25 kW«.
2013-900; I § 7, stk. 11, nr. 2, ændres »Energinet.dk’s stamdatablanket i udfyldt stand fra installatøren« til: »anmeldelse af anlægget«.
2013-901; § 2, stk. 1, litra c, affattes således:
2013-901; § 2, stk. 3, affattes således:
2013-901; § 45, stk. 1 og 2, ophæves, og i stedet indsættes:
2013-901; I § 45, stk. 3, der bliver stk. 2, ændres »stk. 1 og 2« til: »stk. 1«.
2013-901; I § 45, stk. 6, der bliver stk. 5, ændres »stk. 5« til: »stk. 4«.
2013-901; I § 46, stk. 6, ændres »stk. 3,« til: »stk. 2,«.
2013-901; § 60, stk. 1, affattes således:
2013-901; I § 2, stk. 4, indsættes som 2. pkt.:
2013-901; I § 8 a, stk. 1, indsættes som 3. pkt.:
2013-901; I § 8 b indsættes efter 1. pkt.:
2013-902; § 2 a, stk. 4, 1. pkt., affattes således:
2013-902; I § 2 a, stk. 7, 2. pkt., udgår »må maksimalt udgøre 30 gange den variable kubikmetertakst og«.
2013-902; § 2 a, stk. 7, 5. pkt., affattes således:
2013-902; I § 2 a indsættes som stk. 13:
2013-902; § 3, stk. 1, affattes således:
2013-902; I § 3 indsættes som stk. 4-7:
2013-903; I § 12, 1. pkt., indsættes efter »fraført i perioden«: », jf. dog stk. 2«.
2013-903; I § 12 indsættes som stk. 2:
2013-903; § 1, stk. 1, nr. 3, ophæves.
2013-903; § 2, stk. 1, nr. 8, ophæves.
2013-903; I § 2, stk. 2, ændres to steder »stk. 1, nr. 14« til: »stk. 1, nr. 13«, og et sted ændres »stk. 1, nr. 12« til: »stk. 1, nr. 11«.
2013-903; I § 2, stk. 3, 3. pkt., og § 5, stk. 1, nr. 5, ændres »§ 2, stk. 1, nr. 17,« til: »§ 2, stk. 1, nr. 16,«.
2013-903; I § 2, stk. 5, og § 5, stk. 1, nr. 4, ændres »stk. 1, nr. 12,« til: »stk. 1, nr. 11,«.
2013-903; I § 2, stk. 6, ændres »stk. 1, nr. 15,« til: »stk. 1, nr. 14,«.
2013-903; § 3, nr. 3, ophæves.
2013-903; I § 5, stk. 1, nr. 1, ændres »§ 2, stk. 1, nr. 1-4, 9-11, 14 og 16,« til: »§ 2, stk. 1, nr. 1-4, 8-10, 13 og 15,«.
2013-903; I § 5, stk. 1, nr. 2, og § 7, stk. 1, nr. 3, ændres »§ 2, stk. 1, nr. 5-7 og 13,« til: »§ 2, stk. 1, nr. 5-7 og 12,«.
2013-903; § 5, stk. 1, nr. 3, ophæves.
2013-903; Fire steder i § 5, stk. 2, i § 5, stk. 3, og to steder i § 7 a ændres »§ 2, stk. 1, nr. 15,« til: »§ 2, stk. 1, nr. 14,«.
2013-903; § 5, stk. 5, ophæves.
2013-903; I § 5, stk. 6, der bliver stk. 5, ændres »stk. 1, nr. 5« til: »stk. 1, nr. 4«.
2013-903; I § 6, stk. 1, nr. 1, udgår », lov om afgift af elektricitet«.
2013-903; I § 6, stk. 2, ændres »§ 2, stk. 1, nr. 9-11« til: »§ 2, stk. 1, nr. 8-10«.
2013-903; I § 7, stk. 1, nr. 1, ændres »§ 2, stk. 1, nr. 1-4, nr. 9-11, 14 og 16« til: »§ 2, stk. 1, nr. 1-4, 8-10, 13 og 15,«.
2013-903; I § 7, stk. 1, nr. 2, ændres »§ 2, stk. 1, nr. 1-4 og nr. 9-11, og nr. 12, 1. pkt.,« til: »§ 2, stk. 1, nr. 1-4 og 8-10 og nr. 11, 1. pkt.,«.
2013-903; § 7, stk. 2, ophæves.
2013-903; I § 7, stk. 4, der bliver stk. 3, ændres »§ 2, stk. 1, nr. 17« til: »§ 2, stk. 1, nr. 16«.
2013-903; I § 7, stk. 5, nr. 1, der bliver stk. 4, nr. 1, ændres »§ 2, stk. 1, nr. 1-7, nr. 9-13 og nr. 16,« til: »§ 2, stk. 1, nr. 1-12 og 15,«, og »ikke er fritaget for afgift efter stk. 2.« ændres til: »er afgiftspligtig efter lov om afgift af elektricitet.«
2013-903; I § 7, stk. 5, nr. 2, der bliver stk. 4, nr. 2, ændres »§ 2, stk. 1, nr. 1-4, nr. 9-11 og nr. 16,« til: »§ 2, stk. 1, nr. 1-4, 8-10 og 15,«.
2013-903; § 7, stk. 5, nr. 3, ophæves.
2013-903; I § 7, stk. 5, nr. 4, der bliver stk. 4, nr. 3, ændres »§ 2, stk. 1, nr. 14,« til: »§ 2, stk. 1, nr. 13,«.
2013-903; I § 7, stk. 7, 6. pkt., der bliver stk. 6, 6. pkt., udgår »§ 11, stk. 17, i lov om afgift af elektricitet,«.
2013-903; I § 7 a ændres to steder »§ 2, stk. 1, nr. 15« til: »§ 2, stk. 1, nr. 14«.
2013-903; I § 7 b, stk. 2, udgår »§ 11 f i lov om afgift af elektricitet,«.
2013-903; §§ 8 a og 8 b ophæves.
2013-903; § 9 affattes således:
2013-903; I § 9 a, stk. 1, ændres »§ 2, stk. 1, nr. 1-7, 9-11, nr. 12, 1. pkt., nr. 13 og 16,« til: »§ 2, stk. 1, nr. 1-10, nr. 11, 1. pkt., og nr. 12 og 15,«, og »§ 2, stk. 1, nr. 15« ændres til: »§ 2, stk. 1, nr. 14«.
2013-903; § 9 a, stk. 4, affattes således:
2013-903; I § 9 c, stk. 1, 1. pkt., ændres »§ 2, stk. 1, nr. 1-7, 9-11, nr. 12, 1. pkt., og nr. 13,« til: »§ 2, stk. 1, nr. 1-10, nr. 11, 1. pkt., og nr. 12,«.
2013-903; I § 9 c, stk. 1, ændres »afgifter af førnævnte brændsler samt elektricitet omfattet af § 2, stk. 1, nr. 8« til: »afgifter af førnævnte brændsler«, og », § 8 i lov om afgift af stenkul, brunkul og koks m.v. eller § 11 i lov om afgift af elektricitet.« ændres til: »eller § 8 i lov om afgift af stenkul, brunkul og koks m.v.«
2013-903; I § 10, stk. 1, udgår », lov om afgift af elektricitet«.
2013-903; § 10, stk. 2, ophæves.
2013-903; I § 10, stk. 5, der bliver stk. 4, udgår »elektricitet,«, og »§§ 9-9 c« ændres til: »§§ 9 a-9 c«.
2013-903; I § 10, stk. 6, der bliver stk. 5, ændres », § 10, stk. 8, i lov om afgift af naturgas og bygas samt § 11, stk. 8, i lov om afgift af elektricitet« til: »og § 10, stk. 8, i lov om afgift af naturgas og bygas«.
2013-903; I § 11 ændres »§ 2, stk. 1, nr. 1-7 og nr. 9-14 og 16,« til: »§ 2, stk. 1, nr. 1-13 og 15,«.
2013-903; I § 12, stk. 1, nr. 1, ændres »§ 2, stk. 1, nr. 1-4, 9-11, 14 og 16« til: »§ 2, stk. 1, nr. 1-4, 8-10, 13 og 15«.
2013-903; I § 12, stk. 1, nr. 2, § 13, stk. 2, nr. 2, og § 14, nr. 2, ændres »§ 2, stk. 1, nr. 5-7, 13 og 15,« til: »§ 2, stk. 1, nr. 5-7, 12 og 14,«.
2013-903; I § 12, stk. 1, nr. 2, ændres »koks m.v.,« til: »koks m.v. og«.
2013-903; § 12, stk. 1, nr. 3, ophæves.
2013-903; I § 12, stk. 1, nr. 4, der bliver nr. 3, ændres »§ 2, stk. 1, nr. 12 og 17,« til: »§ 2, stk. 1, nr. 11 og 16,«.
2013-903; I § 12, stk. 2, ændres »§ 2, stk. 1, nr. 15« til: »§ 2, stk. 1, nr. 14«.
2013-903; I § 13, stk. 2, nr. 1, ændres »§ 2, stk. 1, nr. 1-4, 9-11, 14 og 16,« til: »§ 2, stk. 1, nr. 1-4, 8-10, 13 og 15,«.
2013-903; I § 13, stk. 2, nr. 3, ændres »§ 2, stk. 1, nr. 12,« til: »§ 2, stk. 1, nr. 11,«.
2013-903; I § 13, stk. 2, nr. 4, ændres »§ 2, stk. 1, nr. 17,« til: »§ 2, stk. 1, nr. 16,«.
2013-903; § 13, stk. 3, affattes således:
2013-903; I § 14, nr. 1, ændres »§ 2, stk. 1, nr. 1-4, 9-11, 14 og 16,« til: »§ 2, stk. 1, nr. 1-4, 8-10, 13 og 15,«.
2013-903; I § 14, nr. 2, ændres »koks m.v.,« til: »koks m.v. og«.
2013-903; § 14, nr. 3, ophæves.
2013-903; I § 14, nr. 4, der bliver nr. 3, ændres »§ 2, stk. 1, nr. 12 og 17,« til: »§ 2, stk. 1, nr. 11 og 16,«.
2013-903; I § 15, stk. 1, nr. 2, ændres »§ 10, stk. 5« til: »§ 10, stk. 4«.
2013-903; I § 15, stk. 2, udgår », § 15, stk. 1, i lov om afgift af elektricitet«.
2013-903; I § 18 ændres »§ 2, stk. 1, nr. 1-4, 9-11, 14 og 16« til: »§ 2, stk. 1, nr. 1-4, 8-10, 13 og 15«.
2013-903; Bilag 2 affattes som bilag 1 til denne lov.
2013-903; Bilag 4 ophæves.
2013-903; I § 4, stk. 3 og 4, ændres »i denne lov og § 9 i lov om kuldioxidafgift af visse energiprodukter samlet set udgør mindst 87 pct. af afgiften efter begge love« til: »udgør mindst 87 pct. af afgiften efter denne lov«.
2013-903; § 6, stk. 1 og 2, affattes således:
2013-903; I § 7 indsættes efter stk. 2 som nyt stykke:
2013-903; I § 11, stk. 1, udgår »med undtagelse af 1 øre pr. kWh«.
2013-903; I § 11, stk. 3, 7. pkt., ændres »§ 6, stk. 2« til: »§ 6, stk. 1, 2. pkt.«
2013-903; § 11, stk. 15, ophæves.
2013-903; I § 11, stk. 16, der bliver stk. 15, ændres »stk. 1, 3 eller 15« til: »stk. 1 og 3«.
2013-903; To steder i § 11, stk. 17, der bliver stk. 16, ændres »60,9« til: »74,4«, to steder ændres »21,9« til: »26,7«, og 5. pkt. ophæves.
